audioID,speakerID,gender,grade,paragraphID,manualTranscript,SNR_dB
3a26f_EN-OL-RC-234_1,3a26f,Male,3,1,once there लिवर a sheep head in a village he was a king and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शिप head took them back home he counted the sheep there were only ninety nine one sheep was was lost the sheep हेर was said,46.89
3b44k_EN-OL-RC-234_2,3b44k,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep is a बश the बश was फाल of thorns he got the sheep out and carried it home he was happy he showed he show the sheep to his friends all of them very happy too,93.54
3a50f_EN-OL-RC-234_2,3a50f,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at ला लास late in the night he found the sheep in a bush the bush was full of tools he got the sheep out and carried it home he was happy he show he the sheep to his friends all of them were happy too,96.0
3a4h_EN-OL-RC-234_1,3a4h,Male,3,1,once they lived a शिपर in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in evening the शेप took them back home he counted the sheep there were only ninety nine ऑ once he was loss the शेफ़ड was स्य,54.15
3a36g_EN-OL-RC-234_2,3a36g,Male,3,2,हे went out looking of of the lost sheep हे वॉलकेड and the why back to the river at last late in the night हे found the sheep in a बश the ब brush was full of ट्रान्स हे got the sheep out the carry it home he was happy हेश shouted they the sheep to his friend all of डेम were happy तू,98.29
3a1h_EN-OL-RC-234_2,3a1h,Male,3,2,he went out looking for the lost sheep he walk टेड all the way back to the river at last late in the night he found the sheep in a bush the the bush was full of thorns he got the sheep out and carried it home he was happy he showed the sheep to his friend all of them were happy too,99.29
3d33g_EN-OL-RC-234_2,3d33g,Male,3,2,he went out लक looking for the lost sheep he walked all the way back to the रिवी at लॅच late in the night he found the sheep in a बश the बश was full of द्रोम्स he goat the sheep out and cried in home he was happy he शोव the sheep to हा his friend or of them were happy too,99.77
3a54f_EN-OL-RC-234_1,3a54f,Male,3,1,one there लिव्ड a शेपड in a village he वॅज a किंड and किंड and good man he head a hundred sheep one day he took the sheep to the रि river सइड river सइड there वॅज a lot of grass there for the sheep in the evening the शेपड took them back home he counted the sheep there were only nine ninety nine one sheep वॅज lost लो the शेपड वॅज said,70.23
3c32g_EN-OL-RC-234_1,3c32g,Male,3,1,once there lived a शिपेड in a village he वाज a kind and good man he had a hundred sheep one day he took the sheep to the रीय riverside there was a lot of grass there for the sheep in the evening the शिपेड took them back home he कन टे count the sheep there were only ninety nine one sheep was last the शिपेड was sad,87.46
3d20c_EN-OL-RC-234_2,3d20c,Female,3,2,he went out looking for the lost sheep he walked and all the way back to the river at last late in the night he found the sheep in a bush the bush was full of thorns he got the sheep out and carried it home he was happy he should the sheep to his friends all of them were happy too,99.24
3b18a_EN-OL-RC-234_1,3b18a,Male,3,1,once upon leave a शेफर in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grasses there for the sheep in the evening the शेफर took them back home he count the sheep there were only ninety nine one sheep was lost the शिफर was sad,86.57
3a36b_EN-OL-RC-234_2,3a36b,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river आट last ल लॅट in the night he found the sheep in the bush दल बस्ट of full of thorns he goat the sheep out and cried it home he was happy he showed the sheep to his friends all the them were happy too,89.52
3a2h_EN-OL-RC-234_2,3a2h,Male,3,2,he went out looking for the lost sheep he वाक्ड all they way back to the river at last late in the ना night he found the sheep in the बुस the बुस was full of थोन he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,62.86
3c13b_EN-OL-RC-234_2,3c13b,Female,3,2,he went out looking for the lost sheep he walk टेड all the way back to the river at last late in the night he found the sheep in a bush the bush was full of he got the sheep out an cried it home he was happy he शोडेड the sheep to his friends all of them where happy too,73.29
3c56g_EN-OL-RC-234_1,3c56g,Male,3,1,once there lived a शिपिअड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lord of grass there for sheep in the evening the शिपिहड took them back home he count टेड sheep there were only ninety nine one sheep was lost the शिपिअड was sad,87.48
3b14g_EN-OL-RC-234_2,3b14g,Male,3,2,he went out looking for the lost सीप he वाक at आल the way back to the river at last late in the night he found the सीप in a बुस the बुस was full of थॉर्नस he got the सीप out and carried it home he was happy he सोड the सीप to his friends all of them were happy too,100.0
3b52k_EN-OL-RC-234_1,3b52k,Male,3,1,once there was ल्युड a शेफड in a village he was a kind and good man he had hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the the शफड took them back home he count the sheep there were only ninety nine one one sheep was lost the शेफड was sad,94.15
3a29c_EN-OL-RC-234_1,3a29c,Male,3,1,once there lived a शेपड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेपड took them back home he counted the sheep there were only ninety nine one sheep was lost the शेपड was sad,53.3
